manufacturer	catalog_number	catalog_number_partialvalue	master_upc	application	color	height	length	material	size	voltage_rating	weight	type	availability	url	pid	title	description	brand	thumb_image	price	sale_price	category_paths
Panduit	PLT2M-C	['PLT', 'PLT2', 'PLT2M', 'PLT2M-', 'PLT2M-C']	07498354029	General	Natural		8	Nylon 6.6			0.200	Cable Ties	True	https://pacific.bloomreach.com/supplyglobal/products/575548___575548	575548	PAND PLT2M-C CABLE TIES MINIATURE	Panduit PLT2M-C Cable Tie, 8.0L (203mm), Miniature, Nylon, Natural	Panduit	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_575548.jpg	9.75	6.15	[[{'id': 'NA_270000000000', 'name': 'Connectors, Marking, & Termination'}, {'id': 'NA_270100000000', 'name': 'Wire Bundling'}, {'id': 'NA_270104000000', 'name': 'Cable Ties'}]]
Panduit	PLT1.5M-C0	['PLT', 'PLT1', 'PLT1.', 'PLT1.5', 'PLT1.5M', 'PLT1.5M-', 'PLT1.5M-C', 'PLT1.5M-C0']	07498354058	General	Black			Weather Resistant Nylon 6.6			0.200	Cable Ties	True	https://pacific.bloomreach.com/supplyglobal/products/576302___576302	576302	PAND PLT1.5M-C0 LOCKING TIE	Panduit PLT1.5M-C0 Cable Tie, 5.6L (142mm), Miniature, Weather Resistant, Black	Panduit	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_576302.jpg	6.44	4.05	[[{'id': 'NA_270000000000', 'name': 'Connectors, Marking, & Termination'}, {'id': 'NA_270100000000', 'name': 'Wire Bundling'}, {'id': 'NA_270104000000', 'name': 'Cable Ties'}]]
Panduit	PLT1.5M-M0	['PLT', 'PLT1', 'PLT1.', 'PLT1.5', 'PLT1.5M', 'PLT1.5M-', 'PLT1.5M-M', 'PLT1.5M-M0']	07498354128	General	Black			Weather Resistant Nylon 6.6			1.130	Cable Ties	True	https://pacific.bloomreach.com/supplyglobal/products/578176___578176	578176	PAND PLT1.5M-M0 LOCKING TIE BULK-PK	Panduit PLT1.5M-M0 Cable Tie, 5.6L (142mm), Miniature, Weather Resistant, Black	Panduit	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_578176.jpg	14.23	8.96	[[{'id': 'NA_270000000000', 'name': 'Connectors, Marking, & Termination'}, {'id': 'NA_270100000000', 'name': 'Wire Bundling'}, {'id': 'NA_270104000000', 'name': 'Cable Ties'}]]
Eaton B-Line	B201ZN	['B20', 'B201', 'B201Z', 'B201ZN']	78101152003	STRUT FITTINGS,BF-FTGS,FLAT PLATE				Hot Rolled, Pickled and Oiled Plate or Strip Steel	7/16 In Diameter		0.149	Square Washer	True	https://pacific.bloomreach.com/supplyglobal/products/583215___583215	583215	B-LINE B201ZN 3/8 SQ WASHER	Eaton B-Line B201ZN Zinc Plated Square Washer	Eaton	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_583215	13.37	8.42	[[{'id': 'NA_160000000000', 'name': 'Fasteners & Hardwares'}, {'id': 'NA_160400000000', 'name': 'Fasteners'}, {'id': 'NA_160402000000', 'name': 'Nuts & Washers'}, {'id': 'NA_160402020000', 'name': 'Washers'}, {'id': 'NA_160402021000', 'name': 'Strut Washers'}]]
Rockwell Automation	1492-CJCW6	['149', '1492', '1492-', '1492-C', '1492-CJ', '1492-CJC', '1492-CJCW', '1492-CJCW6']	66246868097	for Use With 1492-W4, W6, W10	White						0.018	Center Jumper Cover	True	https://pacific.bloomreach.com/supplyglobal/products/64217___64217	64217	AB 1492-CJCW6 Center Jumper Cover,	A-B 1492-CJCW6 IEC Center Jumper, 6mm, Cover	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_64217.jpg	10.89	6.86	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_121300000000', 'name': 'Terminal Blocks, Wiring Systems & Connectors'}, {'id': 'NA_121305000000', 'name': 'Terminal Block Accessories'}, {'id': 'NA_121305160000', 'name': 'Shorting Links/Jumpers'}]]
Rockwell Automation	1492-CJD6-2	['149', '1492', '1492-', '1492-C', '1492-CJ', '1492-CJD', '1492-CJD6', '1492-CJD6-', '1492-CJD6-2']	66246845737	for Use With 1492-WM4	Gray						0.008	Center Jumper	True	https://pacific.bloomreach.com/supplyglobal/products/64220___64220	64220	AB 1492-CJD6-2 Center Jumper, 6 mm	A-B 1492-CJD6-2 IEC Center Jumper, 2 PL 6mm, Screw	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_64220.jpg	5.95	3.75	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_121300000000', 'name': 'Terminal Blocks, Wiring Systems & Connectors'}, {'id': 'NA_121305000000', 'name': 'Terminal Block Accessories'}, {'id': 'NA_121305160000', 'name': 'Shorting Links/Jumpers'}]]
Rockwell Automation	1492-CJD6-3	['149', '1492', '1492-', '1492-C', '1492-CJ', '1492-CJD', '1492-CJD6', '1492-CJD6-', '1492-CJD6-3']	66246845738	for Use With 1492-WM4	Gray						0.011	Center Jumper	True	https://pacific.bloomreach.com/supplyglobal/products/64221___64221	64221	AB 1492-CJD6-3 Center Jumper, 6 mm	A-B 1492-CJD6-3 IEC Center Jumper, 3 PL 6mm, Screw	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_64221.jpg	9.75	6.14	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_121300000000', 'name': 'Terminal Blocks, Wiring Systems & Connectors'}, {'id': 'NA_121305000000', 'name': 'Terminal Block Accessories'}, {'id': 'NA_121305160000', 'name': 'Shorting Links/Jumpers'}]]
Panduit	BT1.5M-C	['BT1', 'BT1.', 'BT1.5', 'BT1.5M', 'BT1.5M-', 'BT1.5M-C']	07498360294	General	Natural			Nylon 6.6			0.200	Cable Ties	True	https://pacific.bloomreach.com/supplyglobal/products/646284___646284	646284	PAND BT1.5M-C NYLON CABLE TIE      	Panduit BT1.5M-C Cable Tie, Metal Barb, 6.3L (160mm), Miniature, Nylon, Natural	Panduit	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_646284.jpg	12.38	7.8	[[{'id': 'NA_270000000000', 'name': 'Connectors, Marking, & Termination'}, {'id': 'NA_270100000000', 'name': 'Wire Bundling'}, {'id': 'NA_270104000000', 'name': 'Cable Ties'}]]
Brady	PTL-19-427	['PTL', 'PTL-', 'PTL-1', 'PTL-19', 'PTL-19-', 'PTL-19-4', 'PTL-19-42', 'PTL-19-427']	66282018373	Cable & Wire Marking; Laboratory ID - Bottle, Tube & Vial; Panel Labeling; Voice & Data ID	Clear/White	1	1 in	Brady B-427 Vinyl	1 x 1		0.325	Label	True	https://pacific.bloomreach.com/supplyglobal/products/651572___651572	651572	BRADY PTL-19-427 Label 1 X 1	Brady PTL-19-427 White Self-Laminating Vinyl Labels for TLS2200 / TLS-PC Link Printers, 1 x 1 label, 12-10ga wire	Brady	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_651572.jpg	11.66	7.35	[[{'id': 'NA_220000000000', 'name': 'Safety'}, {'id': 'NA_221300000000', 'name': 'Warning Signs & Labels'}, {'id': 'NA_221309000000', 'name': 'Labels and Markers'}, {'id': 'NA_221309040000', 'name': 'Printable Labels'}]]
Brady	LAT-17-361-2.5	['LAT', 'LAT-', 'LAT-1', 'LAT-17', 'LAT-17-', 'LAT-17-3', 'LAT-17-36', 'LAT-17-361', 'LAT-17-361-', 'LAT-17-361-2', 'LAT-17-361-2.', 'LAT-17-361-2.5']	66282029742	Cable & Wire Marking	Clear/White	1	1 in	Brady B-361B Polyester			1.110	Label	True	https://pacific.bloomreach.com/supplyglobal/products/663835___663835	663835	BRADY LAT-17-361-2.5 PRINT MARKER  	Brady LAT-17-361-2.5 1 x 1 Inch (25.40 x 25.40 mm) Laser Printable Labels	Brady	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_663835.jpg	14.62	9.21	[[{'id': 'NA_220000000000', 'name': 'Safety'}, {'id': 'NA_221300000000', 'name': 'Warning Signs & Labels'}, {'id': 'NA_221309000000', 'name': 'Labels and Markers'}, {'id': 'NA_221309040000', 'name': 'Printable Labels'}]]
Brady	LAT-18-361-2.5	['LAT', 'LAT-', 'LAT-1', 'LAT-18', 'LAT-18-', 'LAT-18-3', 'LAT-18-36', 'LAT-18-361', 'LAT-18-361-', 'LAT-18-361-2', 'LAT-18-361-2.', 'LAT-18-361-2.5']	66282029743	Cable & Wire Marking	Clear/White	1.33	1.33 in	Brady B-361B Polyester			1.405	Label	True	https://pacific.bloomreach.com/supplyglobal/products/663866___663866	663866	BRADY LAT-18-361-2.5 PRINT MARKER  	Brady LAT-18-361-2.5 1 x 1.33 Inch White/Translucent Polyester Laser Printable Label	Brady	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_663866.jpg	11.76	7.41	[[{'id': 'NA_220000000000', 'name': 'Safety'}, {'id': 'NA_221300000000', 'name': 'Warning Signs & Labels'}, {'id': 'NA_221309000000', 'name': 'Labels and Markers'}, {'id': 'NA_221309040000', 'name': 'Printable Labels'}]]
Brady	WML-211-292-1	['WML', 'WML-', 'WML-2', 'WML-21', 'WML-211', 'WML-211-', 'WML-211-2', 'WML-211-29', 'WML-211-292', 'WML-211-292-', 'WML-211-292-1']	66282032411	Cable & Wire Marking; Panel Labeling	Clear/White	1	1 in	Brady B-292 Vinyl	1 x 1		0.150	Label	True	https://pacific.bloomreach.com/supplyglobal/products/677119___677119	677119	BRADY WML-211-292-1 WIRE MRKR LABEL	Brady WML-211-292-1 White Self-Laminating Vinyl Labels for I.D. PRO Plus Printer, 1 x 1	Brady	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_677119.jpg	13.38	8.43	[[{'id': 'NA_220000000000', 'name': 'Safety'}, {'id': 'NA_221300000000', 'name': 'Warning Signs & Labels'}, {'id': 'NA_221309000000', 'name': 'Labels and Markers'}, {'id': 'NA_221309040000', 'name': 'Printable Labels'}]]
Rockwell Automation	800H-1HZ4R	['800', '800H', '800H-', '800H-1', '800H-1H', '800H-1HZ', '800H-1HZ4', '800H-1HZ4R']	78118013429			110 mm		Polyester			2.200	30mm Push Button Enclosure	True	https://pacific.bloomreach.com/supplyglobal/products/7917___7917	7917	AB 800H-1HZ4R Push Button	A-B 800H-1HZ4R 30mm Push Button Enclosure 800H PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_7917.jpg	9.18	5.78	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909070000', 'name': 'Push Button Parts & Accessories'}]]
Rockwell Automation	800H-2HZ4R	['800', '800H', '800H-', '800H-2', '800H-2H', '800H-2HZ', '800H-2HZ4', '800H-2HZ4R']	78118013458			130 mm		Polyester			2.169	30mm Push Button Enclosure	True	https://pacific.bloomreach.com/supplyglobal/products/7922___7922	7922	AB 800H-2HZ4R Push Button	A-B 800H-2HZ4R 30mm Push Button Enclosure 800H PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_7922.jpg	11.43	7.2	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909070000', 'name': 'Push Button Parts & Accessories'}]]
Rockwell Automation	800H-3HZ4R	['800', '800H', '800H-', '800H-3', '800H-3H', '800H-3HZ', '800H-3HZ4', '800H-3HZ4R']	78118013467			180 mm		Polyester			2.626	30mm Push Button Enclosure	True	https://pacific.bloomreach.com/supplyglobal/products/7925___7925	7925	AB 800H-3HZ4R Push Button	A-B 800H-3HZ4R 30mm Push Button Enclosure 800H PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_7925.jpg	14.66	9.24	[[{'id': 'NA_150000000000', 'name': 'Electrical Enclosures & Boxes'}, {'id': 'NA_150300000000', 'name': 'Electrical Enclosures'}, {'id': 'NA_150316000000', 'name': 'Pilot Device Enclosures'}, {'id': 'NA_150316020000', 'name': 'Non-Metallic'}]]
Rockwell Automation	800T-1TZ	['800', '800T', '800T-', '800T-1', '800T-1T', '800T-1TZ']	66207324415		Gray	106.4 mm		Die-Cast Aluminum			1.545	30mm Push Button Enclosure	True	https://pacific.bloomreach.com/supplyglobal/products/8121___8121	8121	AB 800T-1TZ Push Button	A-B 800T-1TZ 30mm Push Button Enclosure 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_8121.jpg	13.13	8.27	[[{'id': 'NA_150000000000', 'name': 'Electrical Enclosures & Boxes'}, {'id': 'NA_150300000000', 'name': 'Electrical Enclosures'}, {'id': 'NA_150316000000', 'name': 'Pilot Device Enclosures'}, {'id': 'NA_150316020000', 'name': 'Non-Metallic'}]]
Rockwell Automation	800T-2TZ	['800', '800T', '800T-', '800T-2', '800T-2T', '800T-2TZ']	66207354804	Surface Mount		144.2 mm		Die Cast			1.881	30mm Push Button Enclosure	True	https://pacific.bloomreach.com/supplyglobal/products/8124___8124	8124	AB 800T-2TZ Push Button	A-B 800T-2TZ 30mm Push Button Enclosure 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_8124.jpg	14.91	9.39	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909070000', 'name': 'Push Button Parts & Accessories'}]]
Rockwell Automation	800T-3TZ	['800', '800T', '800T-', '800T-3', '800T-3T', '800T-3TZ']	66207329116	Surface Mount		192.1 mm		Die Cast			2.251	30mm Push Button Enclosure	True	https://pacific.bloomreach.com/supplyglobal/products/8125___8125	8125	AB 800T-3TZ Push Button	A-B 800T-3TZ 30mm Push Button Enclosure 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_8125.jpg	7.49	4.72	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909070000', 'name': 'Push Button Parts & Accessories'}]]
Rockwell Automation	800T-4TZ	['800', '800T', '800T-', '800T-4', '800T-4T', '800T-4TZ']	66207329118	Surface Mount	Gray	241.3 mm		Die Cast			2.601	30mm Push Button Enclosure	True	https://pacific.bloomreach.com/supplyglobal/products/8126___8126	8126	AB 800T-4TZ Push Button	A-B 800T-4TZ 30mm Push Button Enclosure 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_8126.jpg	12.46	7.85	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909070000', 'name': 'Push Button Parts & Accessories'}]]
Rockwell Automation	800T-6THZ	['800', '800T', '800T-', '800T-6', '800T-6T', '800T-6TH', '800T-6THZ']	66207324511	Surface Mount		228.6 mm		Die Cast			5.745	30mm Push Button Enclosure	True	https://pacific.bloomreach.com/supplyglobal/products/8127___8127	8127	AB 800T-6THZ Push Button	A-B 800T-6THZ 30mm Push Button Enclosure 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_8127.jpg	9.21	5.8	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909070000', 'name': 'Push Button Parts & Accessories'}]]
Rockwell Automation	800T-N1	['800', '800T', '800T-', '800T-N', '800T-N1']	66207357436	For 30mm Push Button	Gray						0.030	30mm Push Button Hole Closing	True	https://pacific.bloomreach.com/supplyglobal/products/8231___8231	8231	AB 800T-N1 Closing Button Gray	A-B 800T-N1 30mm Closing Button Accessory 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_8231.jpg	7.94	5.0	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909070000', 'name': 'Push Button Parts & Accessories'}]]
Rockwell Automation	800T-N1B	['800', '800T', '800T-', '800T-N', '800T-N1', '800T-N1B']	66207361259	To Cover Up Hole for Missing 30mm Push Button	Black						0.031	30mm Push Button Hole Closing	True	https://pacific.bloomreach.com/supplyglobal/products/8232___8232	8232	AB 800T-N1B Closing Button, Black	A-B 800T-N1B 30mm Closing Button Accessory 800T PB	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_8232.jpg	14.2	8.94	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120900000000', 'name': 'Operators'}, {'id': 'NA_120909000000', 'name': 'Push Buttons'}, {'id': 'NA_120909050000', 'name': 'Boots, Heads & Caps'}]]
Klein Tools	5717	['571', '5717']	09264455182	Heavy duty padding for user comfort; convenient fastening system features genuine VELCRO brand touch fasteners	Black			Heavy duty, 1.5 wide nylon webbing for extra strength and long wear	Universal		0.960	Suspenders & Accessories	True	https://pacific.bloomreach.com/supplyglobal/products/846035___846035	846035	KLEIN 5717 BLK PADDED SUSPENDERS   	Klein 5717 Black Padded Suspenders	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_846035.jpg	13.37	8.42	[[{'id': 'NA_220000000000', 'name': 'Safety Products'}, {'id': 'NA_220900000000', 'name': 'Personal Protective Equipment'}, {'id': 'NA_221100000000', 'name': 'Safety Apparel'}, {'id': 'NA_221109000000', 'name': 'Protection Clothing'}, {'id': 'NA_221109250000', 'name': 'Suspenders'}]]
Rockwell Automation	1492-CJ6-3	['149', '1492', '1492-', '1492-C', '1492-CJ', '1492-CJ6', '1492-CJ6-', '1492-CJ6-3']	66246843520	for Use With 1492-W4, W4TW	Gray					400 V	0.013	Center Jumper	True	https://pacific.bloomreach.com/supplyglobal/products/8729___8729	8729	AB 1492-CJ6-3 Center Jumper, 6mm	A-B 1492-CJ6-3 IEC Center Jumper, 3 PL 6mm, Screw	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_8729.jpg	7.58	4.78	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_121300000000', 'name': 'Terminal Blocks, Wiring Systems & Connectors'}, {'id': 'NA_121305000000', 'name': 'Terminal Block Accessories'}, {'id': 'NA_121305160000', 'name': 'Shorting Links/Jumpers'}]]
Rockwell Automation	1492-CJ6-10	['149', '1492', '1492-', '1492-C', '1492-CJ', '1492-CJ6', '1492-CJ6-', '1492-CJ6-1', '1492-CJ6-10']	66246843523	for Use With 1492-W4, W4TW	Gray					400 V	0.040	Center Jumper	True	https://pacific.bloomreach.com/supplyglobal/products/8730___8730	8730	AB 1492-CJ6-10 Center Jumper, 6 mm	A-B 1492-CJ6-10 IEC Center Jumper, 10 PL 6mm, Screw	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_8730.jpg	12.05	7.59	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_121300000000', 'name': 'Terminal Blocks, Wiring Systems & Connectors'}, {'id': 'NA_121305000000', 'name': 'Terminal Block Accessories'}, {'id': 'NA_121305160000', 'name': 'Shorting Links/Jumpers'}]]
Rockwell Automation	1492-CJD6-10	['149', '1492', '1492-', '1492-C', '1492-CJ', '1492-CJD', '1492-CJD6', '1492-CJD6-', '1492-CJD6-1', '1492-CJD6-10']	66246845741	for Use With 1492-WM4	Gray						0.033	Center Jumper	True	https://pacific.bloomreach.com/supplyglobal/products/8733___8733	8733	AB 1492-CJD6-10 Center Jumper, 6 mm	A-B 1492-CJD6-10 IEC Center Jumper, 10 PL 6mm, Screw	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_8733.jpg	5.84	3.68	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_121300000000', 'name': 'Terminal Blocks, Wiring Systems & Connectors'}, {'id': 'NA_121305000000', 'name': 'Terminal Block Accessories'}, {'id': 'NA_121305160000', 'name': 'Shorting Links/Jumpers'}]]
Rockwell Automation	1492-N39	['149', '1492', '1492-', '1492-N', '1492-N3', '1492-N39']	66207324992								0.049	Side jumper	True	https://pacific.bloomreach.com/supplyglobal/products/8800___8800	8800	AB 1492-N39 Side Jumper, 6 mm	A-B 1492-N39 Term Block 50 Pole Side Jumper	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_8800.jpg	11.21	7.06	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_121300000000', 'name': 'Terminal Blocks, Wiring Systems & Connectors'}, {'id': 'NA_121305000000', 'name': 'Terminal Block Accessories'}, {'id': 'NA_121305160000', 'name': 'Shorting Links/Jumpers'}]]
Rockwell Automation	1492-N42	['149', '1492', '1492-', '1492-N', '1492-N4', '1492-N42']	66207334213		White						0.002	Side jumper	True	https://pacific.bloomreach.com/supplyglobal/products/8801___8801	8801	AB 1492-N42 Side Jumper, 6 mm	Allen-Bradley 1492-N42 2-Pole Side Jumper	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_8801.jpg	9.25	5.83	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_121300000000', 'name': 'Terminal Blocks, Wiring Systems & Connectors'}, {'id': 'NA_121305000000', 'name': 'Terminal Block Accessories'}, {'id': 'NA_121305160000', 'name': 'Shorting Links/Jumpers'}]]
Rockwell Automation	1492-SJ6-10	['149', '1492', '1492-', '1492-S', '1492-SJ', '1492-SJ6', '1492-SJ6-', '1492-SJ6-1', '1492-SJ6-10']	66246818152	Use jumper on single side of terminal block only. For Use with 1492-WM4, W4, W4TW.	Gray					500 V	0.015	IEC Side Jumper	True	https://pacific.bloomreach.com/supplyglobal/products/8840___8840	8840	AB 1492-SJ6-10 Side Jumper, 6mm	A-B 1492-SJ6-10 IEC Term Block 10 Pole Side Jumper	Allen-Bradley	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_8840.jpg	9.95	6.27	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_121300000000', 'name': 'Terminal Blocks, Wiring Systems & Connectors'}, {'id': 'NA_121305000000', 'name': 'Terminal Block Accessories'}, {'id': 'NA_121305160000', 'name': 'Shorting Links/Jumpers'}]]
Woodhead	805000A09M050	['805', '8050', '80500', '805000', '805000A', '805000A0', '805000A09', '805000A09M', '805000A09M0', '805000A09M05', '805000A09M050']	78678824909		Yellow			PVC	5.0m (16.40')	250 VAC//VDC		Single Ended	True	https://pacific.bloomreach.com/supplyglobal/products/965110___965110	965110	WOODH 805000A09M050 5P 5M F CORDSET	MIC 5P FP 5M #22AWG PVC	Brad	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_965110.jpg	14.58	9.19	[[{'id': 'NA_120000000000', 'name': 'Automation & Controls'}, {'id': 'NA_120200000000', 'name': 'Control System Connection Devices'}, {'id': 'NA_120203000000', 'name': 'Control System Connection Cables'}]]
