pid	url	availability	price	gender	color	brand	material	collection	style	bread_crumb	title	stock_level	special_offer	season	edited_availability	edited_price	edited_gender	edited_color	edited_brand	edited_material	edited_collection	edited_style	edited_bread_crumb	edited_title	edited_stock_level	edited_special_offer	edited_season
109749	https://pacific.bloomreach.com/apparel/products/109749___109749	TRUE	97.98	male	Blue	Pacific Style				men>suits	Van Heusen Men Navy Blue Solid Slim Fit Single-Breasted Tuxedo Suit	low	back2school	summer	TRUE	97.98	male	Blue	Van Heusen				men>suits	Van Heusen Men Navy Blue Solid Slim Fit Single-Breasted Tuxedo Suit	low	back2school	summer
109750	https://pacific.bloomreach.com/apparel/products/109750___109750	TRUE	79.98	male	Beige	Pacific Style				men>suits	Van Heusen Beige Single-Breasted Slim Fit Formal Suit	low	christmas	mid-season	TRUE	79.98	male	Beige	Van Heusen				men>suits	Van Heusen Beige Single-Breasted Slim Fit Formal Suit	low	christmas	mid-season
109751	https://pacific.bloomreach.com/apparel/products/109751___109751	TRUE	109.98	male	White	Pacific 25				men>suits	Manish Creations Off-White Bandhgala Suit	low	back2school	mid-season	TRUE	109.98	male	White	Manish				men>suits	Manish Creations Off-White Bandhgala Suit	low	back2school	mid-season
109752	https://pacific.bloomreach.com/apparel/products/109752___109752	FALSE	124.98	male	Beige	Pacific 25				men>suits	Park Avenue Beige Self-Design Single-Breasted Super Slim Fit Formal Suit	OOS	blackfriday	summer	FALSE	124.98	male	Beige	Park Avenue				men>suits	Park Avenue Beige Self-Design Single-Breasted Super Slim Fit Formal Suit	OOS	blackfriday	summer
109753	https://pacific.bloomreach.com/apparel/products/109753___109753	FALSE	66.9	male	Multi	Pacific 25				men>suits	SUITLTD Men Charcoal Grey Striped Single-Breasted Regular Fit Formal Suit	OOS	back2school	winter	FALSE	66.9	male	Multi	SUITLTD				men>suits	SUITLTD Men Charcoal Grey Striped Single-Breasted Regular Fit Formal Suit	OOS	back2school	winter
109754	https://pacific.bloomreach.com/apparel/products/109754___109754	TRUE	129.98	male	Brown	Pacific Style				men>suits	Louis Philippe Brown Solid Single-Breasted Slim Fit Formal Suit	low	blackfriday	winter	TRUE	129.98	male	Brown	Louis Philippe				men>suits	Louis Philippe Brown Solid Single-Breasted Slim Fit Formal Suit	low	blackfriday	winter
109755	https://pacific.bloomreach.com/apparel/products/109755___109755	TRUE	179.98	male	Black	Pacific 25				men>suits	Theme Black Single-Breasted Tailored Fit Formal Suit	ok	easter	mid-season	TRUE	179.98	male	Black	Theme				men>suits	Theme Black Single-Breasted Tailored Fit Formal Suit	ok	easter	mid-season
109756	https://pacific.bloomreach.com/apparel/products/109756___109756	TRUE	73.9	male	Black	Pacific Style				men>suits	SUITLTD Black Single-Breasted Regular Fit Formal Suit	ok	christmas	mid-season	TRUE	73.9	male	Black	SUITLTD				men>suits	SUITLTD Black Single-Breasted Regular Fit Formal Suit	ok	christmas	mid-season
109757	https://pacific.bloomreach.com/apparel/products/109757___109757	TRUE	73.9	male	Black	Pacific Style				men>suits	SUITLTD Men Black Single-Breasted Regular Fit Formal Suit	high	blackfriday	mid-season	TRUE	73.9	male	Black	SUITLTD				men>suits	SUITLTD Men Black Single-Breasted Regular Fit Formal Suit	high	blackfriday	mid-season
109758	https://pacific.bloomreach.com/apparel/products/109758___109758	FALSE	153.38	male	Multi	Pacific Style				men>suits	Van Heusen Men Grey Solid Single-Breasted Formal Suit	OOS	easter	mid-season	FALSE	153.38	male	Multi	Van Heusen				men>suits	Van Heusen Men Grey Solid Single-Breasted Formal Suit	OOS	easter	mid-season
109759	https://pacific.bloomreach.com/apparel/products/109759___109759	FALSE	144.28	male	Blue	Pacific 25				men>suits	True Blue Men Grey Self-Design Slim Fit Single Breasted Formal Suit	OOS	blackfriday	summer	FALSE	144.28	male	Blue	True Blue 				men>suits	True Blue Men Grey Self-Design Slim Fit Single Breasted Formal Suit	OOS	blackfriday	summer
109760	https://pacific.bloomreach.com/apparel/products/109760___109760	TRUE	76.9	male	Multi	Pacific Style	Linen			men>suits	SUITLTD Men Grey Single-Breasted Linen Slim Fit Formal Suit	high	blackfriday	mid-season	TRUE	76.9	male	Multi	SUITLTD	Linen			men>suits	SUITLTD Men Grey Single-Breasted Linen Slim Fit Formal Suit	high	blackfriday	mid-season
109761	https://pacific.bloomreach.com/apparel/products/109761___109761	TRUE	199.98	male	Black	Pacific 25				men>suits	Arrow Men Black Formal Suit	high	blackfriday	mid-season	TRUE	199.98	male	Black	Arrow				men>suits	Arrow Men Black Formal Suit	high	blackfriday	mid-season
109762	https://pacific.bloomreach.com/apparel/products/109762___109762	TRUE	109.98	male	Multi	Pacific 25				men>suits	Van Heusen Men Grey Patterned Weave Single-Breasted Slim Fit Party Suit	ok	blackfriday	mid-season	TRUE	109.98	male	Multi	Van Heusen				men>suits	Van Heusen Men Grey Patterned Weave Single-Breasted Slim Fit Party Suit	ok	blackfriday	mid-season
109763	https://pacific.bloomreach.com/apparel/products/109763___109763	TRUE	159.98	male	Black	Pacific Style				men>suits	V Dot Black Solid Slim-Fit Single-Breasted Formal Suit	low	blackfriday	summer	TRUE	159.98	male	Black	V Dot				men>suits	V Dot Black Solid Slim-Fit Single-Breasted Formal Suit	low	blackfriday	summer
109764	https://pacific.bloomreach.com/apparel/products/109764___109764	TRUE	71.98	male	Brown	Pacific Style				men>suits	Peter England Brown Slim Fit Single-Breasted Formal Suit	high	easter	mid-season	TRUE	71.98	male	Brown	Peter England				men>suits	Peter England Brown Slim Fit Single-Breasted Formal Suit	high	easter	mid-season
109765	https://pacific.bloomreach.com/apparel/products/109765___109765	TRUE	99.98	male	Multi	Pacific 25				men>suits	Park Avenue Men Grey Slim Fit Single-Breasted Party Suit	high	blackfriday	mid-season	TRUE	99.98	male	Multi	Park Avenue				men>suits	Park Avenue Men Grey Slim Fit Single-Breasted Party Suit	high	blackfriday	mid-season
109766	https://pacific.bloomreach.com/apparel/products/109766___109766	TRUE	203.98	male	Blue	Pacific Style				men>suits	GIVO Men Blue Checked Single-Breasted Formal Suit	high	mothersday	mid-season	TRUE	203.98	male	Blue	GIVO				men>suits	GIVO Men Blue Checked Single-Breasted Formal Suit	high	mothersday	mid-season
109767	https://pacific.bloomreach.com/apparel/products/109767___109767	TRUE	66.9	male	Multi	Pacific Style				men>suits	SUITLTD Men Charcoal Grey Patterned Single-Breasted Regular Fit Formal Suit	high	blackfriday	winter	TRUE	66.9	male	Multi	SUITLTD				men>suits	SUITLTD Men Charcoal Grey Patterned Single-Breasted Regular Fit Formal Suit	high	blackfriday	winter
109768	https://pacific.bloomreach.com/apparel/products/109768___109768	TRUE	219.98	male	taupe	Pacific 25				men>suits	V Dot by Van Heusen Taupe Single-Breasted Formal Suit	high	back2school	mid-season	TRUE	219.98	male	taupe	V Dot				men>suits	V Dot by Van Heusen Taupe Single-Breasted Formal Suit	high	back2school	mid-season
109769	https://pacific.bloomreach.com/apparel/products/109769___109769	TRUE	99.98	male	Blue	Pacific 25				men>suits	Van Heusen Men Navy Blue Solid Single-Breasted Slim Fit Suit	low	christmas	winter	TRUE	99.98	male	Blue	Van Heusen				men>suits	Van Heusen Men Navy Blue Solid Single-Breasted Slim Fit Suit	low	christmas	winter
109770	https://pacific.bloomreach.com/apparel/products/109770___109770	FALSE	223.98	male	Blue	Pacific Style				men>suits	Raymond Men Navy Blue Contemporary Fit Single-Breasted Formal Suit	OOS	back2school	mid-season	FALSE	223.98	male	Blue	Raymond				men>suits	Raymond Men Navy Blue Contemporary Fit Single-Breasted Formal Suit	OOS	back2school	mid-season
109771	https://pacific.bloomreach.com/apparel/products/109771___109771	TRUE	103.98	male	Black	Pacific 25				men>suits	Arrow Black Checked Single-Breasted Tailored Fit Casual Suit	unknown	valentine	winter	TRUE	103.98	male	Black	Arrow				men>suits	Arrow Black Checked Single-Breasted Tailored Fit Casual Suit	unknown	valentine	winter
109772	https://pacific.bloomreach.com/apparel/products/109772___109772	TRUE	139.98	male	Beige	Pacific Style				men>suits	Peter England Beige Neo Slim Fit Single Breasted Formal Suit	ok	back2school	winter	TRUE	139.98	male	Beige	Peter England				men>suits	Peter England Beige Neo Slim Fit Single Breasted Formal Suit	ok	back2school	winter
109773	https://pacific.bloomreach.com/apparel/products/109773___109773	TRUE	100.08	male	Red	Pacific Style				men>suits	SUITLTD Men Charcoal Grey Textured Suit	unknown	back2school	winter	TRUE	100.08	male	Red	SUITLTD				men>suits	SUITLTD Men Charcoal Grey Textured Suit	unknown	back2school	winter
109774	https://pacific.bloomreach.com/apparel/products/109774___109774	TRUE	83.98	male	Red	Pacific Style				men>suits	Peter England Elite Men Khaki Tailored Fit Single Breasted Casual Suit	unknown	blackfriday	mid-season	TRUE	83.98	male	Red	Peter England				men>suits	Peter England Elite Men Khaki Tailored Fit Single Breasted Casual Suit	unknown	blackfriday	mid-season
109775	https://pacific.bloomreach.com/apparel/products/109775___109775	TRUE	114.98	male	Multi	Pacific Style				men>suits	Louis Philippe Grey Single-Breasted Milano Fit Formal Suit	ok	blackfriday	winter	TRUE	114.98	male	Multi	Louis Philippe				men>suits	Louis Philippe Grey Single-Breasted Milano Fit Formal Suit	ok	blackfriday	winter
109776	https://pacific.bloomreach.com/apparel/products/109776___109776	TRUE	79.98	male	Blue	Pacific Style				men>suits	Park Avenue Navy Blue Solid Single-Breasted Super Slim Fit Formal Suit	unknown	valentine	winter	TRUE	79.98	male	Blue	Park Avenue				men>suits	Park Avenue Navy Blue Solid Single-Breasted Super Slim Fit Formal Suit	unknown	valentine	winter
109777	https://pacific.bloomreach.com/apparel/products/109777___109777	FALSE	154	male	Green	Pacific Style				men>suits	LUXURAZI Men Green Solid Single-Breasted Suit	OOS	blackfriday	summer	FALSE	154	male	Green	LUXURAZI				men>suits	LUXURAZI Men Green Solid Single-Breasted Suit	OOS	blackfriday	summer
109778	https://pacific.bloomreach.com/apparel/products/109778___109778	TRUE	114.98	male	Beige	Pacific 25				men>suits	Louis Philippe Beige Single-Breasted Ultra Fit Self-Design Suit	high	back2school	winter	TRUE	114.98	male	Beige	Louis Philippe				men>suits	Louis Philippe Beige Single-Breasted Ultra Fit Self-Design Suit	high	back2school	winter
109779	https://pacific.bloomreach.com/apparel/products/109779___109779	TRUE	148	male	Multi	Pacific Style				men>suits	LUXURAZI Grey Checked Single-Breasted Formal Suit	ok	mothersday	mid-season	TRUE	148	male	Multi	LUXURAZI				men>suits	LUXURAZI Grey Checked Single-Breasted Formal Suit	ok	mothersday	mid-season
109780	https://pacific.bloomreach.com/apparel/products/109780___109780	FALSE	153	male	Green	Pacific 25				men>suits	LUXURAZI Sea Green Solid Single-Breasted Formal Suit	OOS	mothersday	winter	FALSE	153	male	Green	LUXURAZI				men>suits	LUXURAZI Sea Green Solid Single-Breasted Formal Suit	OOS	mothersday	winter
109781	https://pacific.bloomreach.com/apparel/products/109781___109781	TRUE	299.98	male	Multi	Pacific 25				men>suits	Louis Philippe Navy Solid Single-Breasted Ultra Fit Formal Suit	low	back2school	winter	TRUE	299.98	male	Multi	Louis Philippe				men>suits	Louis Philippe Navy Solid Single-Breasted Ultra Fit Formal Suit	low	back2school	winter
109782	https://pacific.bloomreach.com/apparel/products/109782___109782	TRUE	99.98	male	Black	Pacific Style				men>suits	Park Avenue Men Black Solid Slim Fit Single-Breasted Formal Suit	high	easter	mid-season	TRUE	99.98	male	Black	Park Avenue				men>suits	Park Avenue Men Black Solid Slim Fit Single-Breasted Formal Suit	high	easter	mid-season
109783	https://pacific.bloomreach.com/apparel/products/109783___109783	FALSE	259.98	male	Blue	Pacific Style				men>suits	Arrow Men Blue Slim Fit Single-Breasted Suit	OOS	easter	mid-season	FALSE	259.98	male	Blue	Arrow				men>suits	Arrow Men Blue Slim Fit Single-Breasted Suit	OOS	easter	mid-season
109784	https://pacific.bloomreach.com/apparel/products/109784___109784	FALSE	259.98	male	Blue	Pacific Style				men>suits	True Blue Men Navy Single-Breasted Regular Fit Ethnic Bandhgala Suit	OOS	mothersday	summer	FALSE	259.98	male	Blue	True Blue 				men>suits	True Blue Men Navy Single-Breasted Regular Fit Ethnic Bandhgala Suit	OOS	mothersday	summer
109785	https://pacific.bloomreach.com/apparel/products/109785___109785	FALSE	95.38	male	Multi	Pacific Style				men>suits	PLATINUM Studio Men Grey Slim Fit Party Suit	OOS	mothersday	winter	FALSE	95.38	male	Multi	PLATINUM				men>suits	PLATINUM Studio Men Grey Slim Fit Party Suit	OOS	mothersday	winter
109786	https://pacific.bloomreach.com/apparel/products/109786___109786	TRUE	63.98	male	Multi	Pacific Style				men>suits	Parx Grey Urban Fit Single-Breasted Formal Suit	low	blackfriday	mid-season	TRUE	63.98	male	Multi	Parx				men>suits	Parx Grey Urban Fit Single-Breasted Formal Suit	low	blackfriday	mid-season
109787	https://pacific.bloomreach.com/apparel/products/109787___109787	TRUE	179.98	male	Black	Pacific Style				men>suits	PLATINUM Studio Men Black Solid Single-Breasted Slim Fit Formal Suit	high	blackfriday	summer	TRUE	179.98	male	Black	PLATINUM				men>suits	PLATINUM Studio Men Black Solid Single-Breasted Slim Fit Formal Suit	high	blackfriday	summer
109788	https://pacific.bloomreach.com/apparel/products/109788___109788	TRUE	147.48	male	Black	Pacific 25				men>suits	Van Heusen Men Black Single Breasted Slim Fit Suit	ok	none	mid-season	TRUE	147.48	male	Black	Van Heusen				men>suits	Van Heusen Men Black Single Breasted Slim Fit Suit	ok	none	mid-season
109789	https://pacific.bloomreach.com/apparel/products/109789___109789	TRUE	129.98	male	Brown	Pacific Style				men>suits	Raymond Men Brown Checked Contemporary Fit Single-Breasted Formal Suit	unknown	blackfriday	mid-season	TRUE	129.98	male	Brown	Raymond				men>suits	Raymond Men Brown Checked Contemporary Fit Single-Breasted Formal Suit	unknown	blackfriday	mid-season
109790	https://pacific.bloomreach.com/apparel/products/109790___109790	TRUE	153.38	male	Blue	Pacific Style				men>suits	Van Heusen Navy Blue Slim Fit Single Breasted Formal Suit	low	blackfriday	summer	TRUE	153.38	male	Blue	Van Heusen				men>suits	Van Heusen Navy Blue Slim Fit Single Breasted Formal Suit	low	blackfriday	summer
109791	https://pacific.bloomreach.com/apparel/products/109791___109791	TRUE	73.9	male	Black	Pacific 25				men>suits	SUITLTD Men Black Single-Breasted Jacquard Slim Fit Party Suit	unknown	christmas	mid-season	TRUE	73.9	male	Black	SUITLTD				men>suits	SUITLTD Men Black Single-Breasted Jacquard Slim Fit Party Suit	unknown	christmas	mid-season
109792	https://pacific.bloomreach.com/apparel/products/109792___109792	TRUE	59.98	male	Brown	Pacific Style				men>suits	Peter England Men Dark Brown Solid Tailored Fit Fit Single-Breasted Formal Suit	ok	none	summer	TRUE	59.98	male	Brown	Peter England				men>suits	Peter England Men Dark Brown Solid Tailored Fit Fit Single-Breasted Formal Suit	ok	none	summer
109793	https://pacific.bloomreach.com/apparel/products/109793___109793	TRUE	79.98	male	Red	Pacific Style				men>suits	Arrow Navy Body Tailored Fit Single-Breasted Party Suit	ok	back2school	mid-season	TRUE	79.98	male	Red	Arrow				men>suits	Arrow Navy Body Tailored Fit Single-Breasted Party Suit	ok	back2school	mid-season
109794	https://pacific.bloomreach.com/apparel/products/109794___109794	FALSE	73.9	male	Red	Pacific Style				men>suits	SUITLTD Khaki Single-Breasted Tailored Fit Formal Suit	OOS	blackfriday	mid-season	FALSE	73.9	male	Red	SUITLTD				men>suits	SUITLTD Khaki Single-Breasted Tailored Fit Formal Suit	OOS	blackfriday	mid-season
109795	https://pacific.bloomreach.com/apparel/products/109795___109795	TRUE	71.98	male	Blue	Pacific 25				men>suits	Parx Men Blue Single-Breasted Formal Suit	high	mothersday	summer	TRUE	71.98	male	Blue	Parx				men>suits	Parx Men Blue Single-Breasted Formal Suit	high	mothersday	summer
109796	https://pacific.bloomreach.com/apparel/products/109796___109796	TRUE	75.98	male	Multi	Pacific Style				men>suits	Park Avenue Men Grey Single-Breasted Slim-Fit Party Suit	unknown	blackfriday	winter	TRUE	75.98	male	Multi	Park Avenue				men>suits	Park Avenue Men Grey Single-Breasted Slim-Fit Party Suit	unknown	blackfriday	winter
109797	https://pacific.bloomreach.com/apparel/products/109797___109797	TRUE	66.9	male	Black	Pacific Style				men>suits	SUITLTD Men Black Single-Breasted Regular Fit Formal Suit	high	mothersday	summer	TRUE	66.9	male	Black	SUITLTD				men>suits	SUITLTD Men Black Single-Breasted Regular Fit Formal Suit	high	mothersday	summer
109798	https://pacific.bloomreach.com/apparel/products/109798___109798	FALSE	107.78	male	Black	Pacific Style				men>suits	Van Heusen Men Black Slim Fit Single-Breasted Party Suit	OOS	blackfriday	summer	FALSE	107.78	male	Black	Van Heusen				men>suits	Van Heusen Men Black Slim Fit Single-Breasted Party Suit	OOS	blackfriday	summer
109799	https://pacific.bloomreach.com/apparel/products/109799___109799	TRUE	99.98	male	Multi	Pacific Style				men>suits	Raymond Men Grey Checked Slim Fit Single-Breasted Formal Suit	ok	blackfriday	mid-season	TRUE	99.98	male	Multi	Raymond				men>suits	Raymond Men Grey Checked Slim Fit Single-Breasted Formal Suit	ok	blackfriday	mid-season
109800	https://pacific.bloomreach.com/apparel/products/109800___109800	TRUE	103.98	male	Red	Pacific Style				men>suits	Arrow Grey Tailored Fit Single-Breasted Formal Suit	low	back2school	mid-season	TRUE	103.98	male	Red	Arrow				men>suits	Arrow Grey Tailored Fit Single-Breasted Formal Suit	low	back2school	mid-season
