crumbs	crumbs_de	demo site navbar	demo site dropdown	crumbs_id	availability	price	url	pid	title_old	title_de	description_old	description_de	brand	thumb_image	sale_price	manufacturer	catalog_number	master_upc	application_old	application_de	color_old	color_de	height	length	material_old	material_de	size_old	size_de	voltage_rating	weight_old	weight_de	width	type_old	type_de
Tools & Instruments|Hand Tools|Schraubenschlüssel es & Sockets|Sockets|Socket	Werkzeuge & Instrumente|Handwerkzeuge|Schraubenschlüssel & Steckschlüssel|Steckschlüssel|Steckschlüssel	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250881000000|PNB250881020000|PNB250881020300	in stock	6.43	https://pacificsupply.bloomreach.com/products/3316379	3316379	Klein 65720 7 Inch Ratche	Klein 65720 7-cm-Ratsche	Klein 65720 7 Ratche, 3/8 Drive	Klein 65720 7 Ratsche, 0,75 Antrieb	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3316379.jpg	4.05	Klein Tools	65720	9264465720	Durable chrome-plated finish.	Langlebig und verchromt.										0.75	0.340		Forged from the highest quality alloy steel.	Geschmiedet aus höchster Qualität legiertem Stahl.
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Werkzeuge & Instrumente|Strippenzieher & Isolierwerkzeug|Strippenzieher	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	9.12	https://pacificsupply.bloomreach.com/products/3309792	3309792	Greenlee 438-5H Spring Steel Fish Tape	Greenlee 438-5H Federstahl Kabeleinziehband	Greenlee 438-5H Spring Steel Fish Tape - 50' x 1/8	Greenlee 438-5H Federstahl Kabeleinziehband - 50 x 0,125 m	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3309792.jpg	5.75	Greenlee	438-5H	78331007500	For Excellent Fishing Performance	Für gute Angel Leistung				50 m	Steel	Stahl				7.75	3.515			
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Werkzeuge & Instrumente|Strippenzieher & Isolierwerkzeug|Strippenzieher	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	8.42	https://pacificsupply.bloomreach.com/products/4014388	4014388	Greenlee FTF540-100 Fiberglass Fish Tape	Greenlee FTF540-100 Fiberglas Kabeleinziehband	Greenlee FTF540-100 Fiberglass Fish Tape - 100' x 11/64	Greenlee FTF540-100 Fiberglas Kabeleinziehband - 100 x 0,2	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4014388.jpg	5.31	Greenlee	FTF540-100	78331012718	For Installation Of Telecommunications And Data Communication Kabels In Overhead Plenums, Above Suspended Ceilings And Under Floors And For Fishing In Conduit With Wire Or Kabel Present	Für die Installation von Telekommunikations- und Datenkommunikationskabeln im Gemein Plenum, über Decken suspendiert und unter Fußböden und für die Fischerei in der Leitung mit Draht oder Kabeln Präsens				100 m	Fiberglass	Fiberglass				3.4	1.542		Non Conductive	Nicht leitend
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Werkzeuge & Instrumente|Strippenzieher & Isolierwerkzeug|Strippenzieher	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	10.95	https://pacificsupply.bloomreach.com/products/4820825	4820825	Klein 56056 Multi-Groove Fish Tape	Klein 56056 Multi-Groove Kabeleinziehband	Klein 56056 Multi-Groove Fish Tape, 200 Ft.	Klein 56056 Multi-Groove Kabeleinziehband, 60 m	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4820825.jpg	6.9	Klein Tools	56056	9264456056	The 17'' (432 mm) case diameter means you can reel in 10% more tape in a single revolution vs. a 16'' (406 mm) case.	Die 17 '' (406 mm) case '(432 mm) Fall Durchmesser Mittel kann man in 10% mehr Band in einer einzigen Umdrehung im Vergleich zu einem 16 taumeln'.				60 m						6.27	2.844		Multiple grooves molded into the fish tape provides less friction in conduit with or without wires for smoother tape feeding.	Mehrere Nuten in die Einziehband geformt bietet weniger Reibung in der Leitung mit oder ohne Kabel für glattere Bandvorschieben.
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Werkzeuge & Instrumente|Strippenzieher & Isolierwerkzeug|Strippenzieher	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	9.49	https://pacificsupply.bloomreach.com/products/4044554	4044554	Klein 56003 1/8 Steel Fish Tape	Klein 56003 0,04 Stahl Kabeleinziehband	Klein 56003 1/8 x 125ft Steel Fish Tape	Klein 56003 0,04 x 38M Stahl Kabeleinziehband	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4044554.jpg	5.98	Klein Tools	56003	9264456003	High strength spring steel fish tapes are stiff for long runs and are great for heavy duty wire pulls	Hochfeste Federstahl Fisch Bänder ist steif für lange Läufe und ist für schweren Draht zieht				38 m	Steel	Stahl				4.9	2.223		Steel Fish Tapes	Stahl Kabeleizugsbänder
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Werkzeuge & Instrumente|Strippenzieher & Isolierwerkzeug|Strippenzieher	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	7	https://pacificsupply.bloomreach.com/products/4368560	4368560	Klein 56004 240' Steel Fish Tape	Klein 56004 240 m Steel Kabeleinziehband	Klein 56004 1/8 x 240' Steel Fish Tape	Klein 56004 0,125 x 70 m Steel Einziehband	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4368560.jpg	4.41	Klein Tools	56004	9264456004	High strength spring steel fish tapes are stiff for long runs and are great for heavy duty wire pulls	Hochfeste Federstahl Fisch Bänder ist steif für lange Läufe und ist für schweren Draht zieht				70 m	Steel	Stahl				7.84	3.556		Steel Fish Tapes	Stahl Kabeleizugsbänder
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Werkzeuge & Instrumente|Strippenzieher & Isolierwerkzeug|Strippenzieher	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	7.63	https://pacificsupply.bloomreach.com/products/3190777	3190777	Ideal 31-162 S-Class Fish Tape 100'	Ideal 31-162 S-Klasse Kabeleinziehband 100 m	Ideal 31-162 Replacement S-Class&#174; Fish Tape (Fiberglass w/Nylon Jacket), 100' x 3/16, Eyelet End	Ideal 31-162 Ersatz-S-Klasse & # 174; Einziehband (Fiberglass w / Nylon Jacket), 100' x 0,25, Ösenende	IDEAL	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3190777.jpg	4.81	Ideal Industries	31-162	78325031162	Use Around Live Circuits	Einsatz rund um Live-Schaltungen				100 m	Nylon Jacket, Structural Glass Core, Fiberglass Tape	Nylon Jacket, Struktur Glass Core, Fiberglas-Band				2.05	0.930			
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Werkzeuge & Instrumente|Strippenzieher & Isolierwerkzeug|Strippenzieher	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	14.72	https://pacificsupply.bloomreach.com/products/4076473	4076473	Greenlee FTN536-100 Nylon Fish Tape	Greenlee FTN536-100 Nylon Kabeleinziehband	Greenlee FTN536-100 Nylon Fish Tape - 100' x 3/16	Greenlee FTN536-100 Nylon Kabeleinziehband - 100 x 0,3	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4076473.jpg	9.27	Greenlee	FTN536-100	78331012716	For Fast, Clean Fishing, For Fishing In Conduit With Wire Or Kabel Present	Für schnelle, saubere Angeln, für in der Leitung mit Draht oder Kabel Präsens Angeln				100 m	Nylon	Nylon				3.65	1.656		Non Conductive, Curl Resistant	Nicht leitende, Locke Resistant
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Werkzeuge & Instrumente|Strippenzieher & Isolierwerkzeug|Strippenzieher	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	13.95	https://pacificsupply.bloomreach.com/products/454733	454733	Ideal 31-004 50'1/8X.060 Fish Tape	Ideal 31-004 15M Kabeleinziehband	Ideal 31-004 Replacement Blaud-Steel&#8482; Fish Tape, 50' x 1/8 x .060	Ideal 31-004 Ersatz Blaud-Steel & # 8482; Kabeleinziehband, 15M	IDEAL	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_454733.jpg	8.79	Ideal Industries	31-004	78325031004	For Installation Tube	Für Installationsrohr				15 m	Carbon Steel	Kohlenstoffstahl				1.58	0.717	0,125 cm	Replacement Fish Tape1	Ersatz Fisch Tape1
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Werkzeuge & Instrumente|Strippenzieher & Isolierwerkzeug|Strippenzieher	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	14.94	https://pacificsupply.bloomreach.com/products/3947562	3947562	Ideal 31-152 S-Class Fish Tape 100'	Ideal 31-152 S-Klasse Kabeleinziehband 100 m	Ideal 31-152 Replacement S-Class&#174; Fish Tape (Fiberglass w/Nylon Jacket), 100' x 3/16, Leader End	Ideal 31-152 Ersatz-S-Klasse & # 174; Kabeleinziehband (Fiberglas w / Nylon Jacket), 100 x 0,25, Leiter End	IDEAL	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3947562.jpg	9.41	Ideal Industries	31-152	78325031152						100 m	Nylon Jacket, Structural Glass Core, Fiberglass Tape	Nylon Jacket, Struktur Glass Core, Fiberglas-Band				1.95	0.885			
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Werkzeuge & Instrumente|Strippenzieher & Isolierwerkzeug|Strippenzieher	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	14.23	https://pacificsupply.bloomreach.com/products/455760	455760	Ideal 31-065 Fish Tape with Eyelet	Ideal 31-065 Kabeleinziehband mit Öse	Ideal 31-065 Tuff-Grip&#8482; Pro S-Class&#174; Fiberglass Fish Tape w/ Eyelet End, 200' x 3/16dia.	Ideal 31-065 Tuff-Grip & # 8482; Pro S-Klasse & # 174; Fiberglas Kabeleinziehband w / Ösen-End, 60 x 0,25 Durchmesser	IDEAL	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_455760.jpg	8.96	Ideal Industries	31-065	78325031065						60 m	Nylon Jacket, Structural Glass Core, Fiberglass Tape	Nylon Jacket, Struktur Glass Core, Fiberglas-Band				5.45	2.472			
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Werkzeuge & Instrumente|Strippenzieher & Isolierwerkzeug|Strippenzieher	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	13.9	https://pacificsupply.bloomreach.com/products/456919	456919	Ideal 31-160 S-Class Fish Tape 50-FT	Ideal 31-160 S-Klasse Kabeleinziehband 50 m	Ideal 31-160 Replacement S-Class&#174; Fish Tape (Fiberglass w/Nylon Jacket), 50' x 3/16, Eyelet End	Ideal 31-160 Ersatz-S-Klasse & # 174; Einziehband (Fiberglass w / Nylon Jacket), 50 x 0,25 m, Ösenende	IDEAL	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_456919.jpg	8.76	Ideal Industries	31-160	78325031160						50 m	Nylon Jacket, Structural Glass Core, Fiberglass Tape	Nylon Jacket, Struktur Glass Core, Fiberglas-Band				1.03	0.467			
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Werkzeuge & Instrumente|Strippenzieher & Isolierwerkzeug|Strippenzieher	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	11.26	https://pacificsupply.bloomreach.com/products/457336	457336	Ideal 31-186 100'S-Class Fish Tape	Ideal 31-186 100er Einheiten-Klasse Kabeleinziehband	Ideal 31-186 Rapid-Pak&#174; S-Class&#174; Fiberglass Fish Tape w/ Leader End, 100' x 3/16	Ideal 31-186 Schnelle-Pak & # 174; S-Klasse & # 174; Fiberglas Kabeleinziehband w / Leader-End, 100 x 0,25 m	IDEAL	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_457336.jpg	7.09	Ideal Industries	31-186	78325031186						100 m	Nylon Jacket, Structural Glass Core, Fiberglass Tape	Nylon Jacket, Struktur Glass Core, Fiberglas-Band				4	1.814			
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Werkzeuge & Instrumente|Strippenzieher & Isolierwerkzeug|Strippenzieher	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	9.22	https://pacificsupply.bloomreach.com/products/3982938	3982938	Ideal 31-150 S-Class Fish Tape 50'	Ideal 31-150 S-Klasse Kabeleinziehband 50 m	Ideal 31-150 Replacement S-Class&#174; Fish Tape (Fiberglass w/Nylon Jacket), 50' x 3/16, Leader End	Ideal 31-150 Ersatz-S-Klasse & # 174; Kabeleinziehband (Fiberglas w / Nylon Jacket), 50 x 0,25 m, Leiter End	IDEAL	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3982938.jpg	5.81	Ideal Industries	31-150	78325031150						50 m	Nylon Jacket, Structural Glass Core, Fiberglass Tape	Nylon Jacket, Struktur Glass Core, Fiberglas-Band				1.03	0.467			
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Werkzeuge & Instrumente|Strippenzieher & Isolierwerkzeug|Strippenzieher	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	13.8	https://pacificsupply.bloomreach.com/products/4036779	4036779	Ideal 31-141 Gold Fish Tape w/ STD	Ideal 31-141 Goldfisch-Band-w / STD	Ideal 31-141 Replacement Gold-Fish&#174; Fish Tape (Brass Plated Steel Coil), 50' x 3/16, Eyelet End	Ideal 31-141 Ersatz Gold Fish & # 174; Einziehband (messingplattierter Stahlspule), 50 x 0,25 m, Ösenende	IDEAL	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4036779.jpg	8.69	Ideal Industries	31-141	78325031141						50 m	Brass-Plated Coiled Steel	Messingplattierte Coiled Stahl				3.928	1.782			
Tools & Instruments|Fish Tapes & Conduit Tools|Fish Tapes	Werkzeuge & Instrumente|Strippenzieher & Isolierwerkzeug|Strippenzieher	Tools	Wire Pulling & Conduit Tools	PNB250000000000|PNB250700000000|PNB250706000000	in stock	11.38	https://pacificsupply.bloomreach.com/products/3308088	3308088	Greenlee 438-2X Flat-Steel Fish Tape	Greenlee 438-2X Flachstahl Kabeleinziehband	Greenlee 438-2X Flat-Steel Fish Tape - 25' x 1/4	Greenlee 438-2X Flachstahl Kabeleinziehband - 25 x 0,25 m	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3308088.jpg	7.17	Greenlee	438-2X	78331001696						25 m	Steel	Stahl				4.35	1.973		Flat	Eben
Wiring Devices & Wallplates|Schalteres|Wall Schalteres|Dekorativer Schalteres	Verkabelung & Wandplatten|Schalteres|Wandschalter|Dekorativer Schalteres	Wiring Devices		PNB240000000000|PNB240700000000|PNB240703000000|PNB240703010000	in stock	7.21	https://pacificsupply.bloomreach.com/products/4429144	4429144	Pass & Seymour TM870-W Dekorativer Schalter, 1Pole	Pass & Seymour TM870-W Dekorativer Schalter, 1-polig	Pass & Seymour TM870-W Dekorativer Schalter, 1Pole, 15A 120/277V Grounding - White	Pass & Seymour TM870-W Dekorativer Schalter, 1-polig, 15 A 120 / 277V Erdung - Weiß	Legrand-Pass & Seymour	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4429144.jpg	4.54	Legrand-Pass & Seymour	TM870-W	78500724540	Residential/Commercial	Wohnen / Gewerbe	White	Weiß			Thermoplastic	Thermoplastisches	4.2 in	4,2 cm	120/277 V	0.14	0.064		Dekorativer Schalter	Dekorativer Schalter
Wiring Devices & Wallplates|Schalteres|Wall Schalteres|Dekorativer Schalteres	Verkabelung & Wandplatten|Schalteres|Wandschalter|Dekorativer Schalteres	Wiring Devices		PNB240000000000|PNB240700000000|PNB240703000000|PNB240703010000	in stock	7.25	https://pacificsupply.bloomreach.com/products/4431983	4431983	Pass & Seymour TM870-Gray Dekorativer Schalter	Pass & Seymour TM870-Gray Dekorativer Schalter	Pass & Seymour TM870-GRY Dekorativer Schalter, Single Pole 15Amp 120/277V Grounding, Gray	Pass & Seymour TM870-GRY Dekorativer Schalter, Single Pole 15Amp 120 / 277V Erdung, Grau	Legrand-Pass & Seymour	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4431983.jpg	4.57	Legrand-Pass & Seymour	TM870-GRY	78500724537	residential/Commercial	Wohn- / Gewerbe	Gray	Grau			Thermoplastic	Thermoplastisches	6.25	6,25	120/277 V	0.14	0.064		Schalter	Schalter
Wiring Devices & Wallplates|Schalteres|Wall Schalteres|Dekorativer Schalteres	Verkabelung & Wandplatten|Schalteres|Wandschalter|Dekorativer Schalteres	Wiring Devices		PNB240000000000|PNB240700000000|PNB240703000000|PNB240703010000	in stock	13.34	https://pacificsupply.bloomreach.com/products/4429146	4429146	Pass & Seymour TM873-W Dekorativer Schalter, 3-Polig	Pass & Seymour TM873-W Dekorativer Schalter, 3-Polig	Pass & Seymour TM873-W Dekorativer Schalter,3Way 15Amp 120/277V Grounding, White	Pass & Seymour TM873-W Dekorativer Schalter, 3-Weg 15Amp 120 / 277V Erdung, Weiss	Legrand-Pass & Seymour	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4429146.jpg	8.4	Legrand-Pass & Seymour	TM873-W	78500724546	Residential/Commercial	Wohnen / Gewerbe	White	Weiß			Thermoplastic	Thermoplastisches	4.2 in	4,2 cm	120/277 V	0.14	0.064		Dekorativer Schalter	Dekorativer Schalter
Wiring Devices & Wallplates|Schalteres|Wall Schalteres|Dekorativer Schalteres	Verkabelung & Wandplatten|Schalteres|Wandschalter|Dekorativer Schalteres	Wiring Devices		PNB240000000000|PNB240700000000|PNB240703000000|PNB240703010000	in stock	13.16	https://pacificsupply.bloomreach.com/products/4449408	4449408	Pass & Seymour TM870-I Dekorativer Schalter, 1 Pole	Pass & Seymour TM870-I Dekorativer Schalter, 1 Pole	Pass & Seymour TM870-I Dekorativer Schalter,1Pole 15Amp, 120/277V Grounding, Ivory	Pass & Seymour TM870-I Dekorativer Schalter, 1POLE 15Amp, 120 / 277V Erdung, Elfenbein	Legrand-Pass & Seymour	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4449408.jpg	8.29	Legrand-Pass & Seymour	TM870-I	78500724538	Residential/Commercial	Wohnen / Gewerbe	Ivory	Elfenbein			Thermoplastic	Thermoplastisches	4.2 in	4,2 cm	120/277 V	0.14	0.064		Dekorativer Schalter	Dekorativer Schalter
Wiring Devices & Wallplates|Schalteres|Wall Schalteres|Dekorativer Schalteres	Verkabelung & Wandplatten|Schalteres|Wandschalter|Dekorativer Schalteres	Wiring Devices		PNB240000000000|PNB240700000000|PNB240703000000|PNB240703010000	in stock	11.26	https://pacificsupply.bloomreach.com/products/4449406	4449406	Pass & Seymour TM870 Dekorativer Schalter, 1 Pole	Pass & Seymour TM870 Dekorativer Schalter, 1 Pole	Pass & Seymour TM870 Dekorativer Schalter,1Pole 15Amp 120/27V Grounding, Brown	Pass & Seymour TM870 Dekorativer Schalter, 1POLE 15Amp 120 / 27V Erdung, Brown	Legrand-Pass & Seymour	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4449406.jpg	7.09	Legrand-Pass & Seymour	TM870	78500724535	Residential/Commercial	Wohnen / Gewerbe	Brown	Braun			Thermoplastic	Thermoplastisches	3.9 in	3,9 cm	120/277 V	0.14	0.064		Dekorativer Schalter	Dekorativer Schalter
Wiring Devices & Wallplates|Schalteres|Wall Schalteres|Dekorativer Schalteres	Verkabelung & Wandplatten|Schalteres|Wandschalter|Dekorativer Schalteres	Wiring Devices		PNB240000000000|PNB240700000000|PNB240703000000|PNB240703010000	in stock	10.6	https://pacificsupply.bloomreach.com/products/4070353	4070353	Pass & Seymour TM873-LA Dekorativer Schalter, 3-Polig	Pass & Seymour TM873-LA Dekorativer Schalter, 3-Polig	Pass & Seymour TM873-LA Dekorativer Schalter,3Way 15Amp 120/277V Grounding, Light Almond	Pass & Seymour TM873-LA Dekorativer Schalter, 3-Weg 15Amp 120 / 277V Erdung, Light Almond	Legrand-Pass & Seymour	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4070353.jpg	6.68	Legrand-Pass & Seymour	TM873-LA	78500724545	Residential/Commercial	Wohnen / Gewerbe	Light Almond	Light Almond			Thermoplastic	Thermoplastisches	4.2 in	4,2 cm	120/277 V	0.14	0.064		Dekorativer Schalter	Dekorativer Schalter
Wiring Devices & Wallplates|Schalteres|Wall Schalteres|Dekorativer Schalteres	Verkabelung & Wandplatten|Schalteres|Wandschalter|Dekorativer Schalteres	Wiring Devices		PNB240000000000|PNB240700000000|PNB240703000000|PNB240703010000	in stock	6.88	https://pacificsupply.bloomreach.com/products/3945925	3945925	Pass & Seymour TM870-LA Dekorativer Schalter	Pass & Seymour TM870-LA Dekorativer Schalter	Pass & Seymour TM870-LA Dekorativer Schalter, 1Pole, 15A 120/277V Grounding, Light Almond	Pass & Seymour TM870-LA Dekorativer Schalter, 1-polig, 15 A 120 / 277V Erdung, Light Almond	Legrand-Pass & Seymour	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3945925.jpg	4.33	Legrand-Pass & Seymour	TM870-LA	78500724539	Residential/Commercial	Wohnen / Gewerbe	Light Almond	Light Almond			Thermoplastic	Thermoplastisches	4.2 in	4,2 cm	120/277 V	0.14	0.064		Dekorativer Schalter	Dekorativer Schalter
